Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
nintendo-3ds,Final Fantasy Explorers,2016-01-26,Everyone 10+,Square Enix,Unkown,RPG,662248916552,36405,Unkown,https://www.pricecharting.com/game/nintendo-3ds/final-fantasy-explorers
nintendo-3ds,Final Fantasy Explorers Collector's Edition,2016-01-26,Unkown,Square Enix,Unkown,RPG,662248916606,36406,Unkown,https://www.pricecharting.com/game/nintendo-3ds/final-fantasy-explorers-collector's-edition
nintendo-3ds,Finding Nemo: Escape To The Big Blue,2012-09-11,Everyone,Disney,Unkown,Action & Adventure,712725023379,33041,Unkown,https://www.pricecharting.com/game/nintendo-3ds/finding-nemo-escape-to-the-big-blue
nintendo-3ds,Fire Emblem: Awakening,2013-02-04,Teen,Nintendo,Intelligent Systems,Strategy,045496742355,33822,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-awakening
nintendo-3ds,Fire Emblem Echoes: Shadows of Valentia,2017-05-19,Teen,Nintendo,Unkown,RPG,045496744649,37586,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-echoes-shadows-of-valentia
nintendo-3ds,Fire Emblem Echoes: Shadows of Valentia Limited Edition,2017-05-19,Teen,Nintendo,Unkown,RPG,045496744687,37788,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-echoes-shadows-of-valentia-limited-edition
nintendo-3ds,Fire Emblem Fates Birthright,2016-02-19,Teen,Nintendo,Unkown,RPG,045496743154,36465,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-fates-birthright
nintendo-3ds,Fire Emblem Fates Conquest,2016-02-19,Teen,Nintendo,Intelligent Systems,RPG,045496743406,36466,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-fates-conquest
nintendo-3ds,Fire Emblem Warriors,2017-10-20,Teen,Nintendo,Unkown,RPG,045496744663,40317,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-warriors
nintendo-3ds,Fossil Fighters: Frontier,2015-03-20,Everyone 10+,Nintendo,Unkown,RPG,045496743000,35674,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fossil-fighters-frontier
nintendo-3ds,Fragrant Story,2022-04-21,Everyone,Seven Silhouettes Enterprises Games,Squire Games,RPG,793888481763,3365585,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fragrant-story
nintendo-3ds,Freakyforms Deluxe Your Creations Alive,2012-11-05,Everyone,Unkown,Unkown,Simulation,045496742287,33284,Unkown,https://www.pricecharting.com/game/nintendo-3ds/freakyforms-deluxe-your-creations-alive
nintendo-3ds,Frogger 3D,2011-09-20,Everyone,Konami,Unkown,Action & Adventure,083717242055,31736,Unkown,https://www.pricecharting.com/game/nintendo-3ds/frogger-3d
nintendo-3ds,Frozen & Big Hero 6 Disney 2 Pack,2016-10-18,Everyone,Game Mill,Unkown,Action & Adventure,834656000394,37033,Unkown,https://www.pricecharting.com/game/nintendo-3ds/frozen-&-big-hero-6-disney-2-pack
nintendo-3ds,Frozen: Olaf's Quest,2013-11-12,Unkown,Game Mill,Unkown,Action & Adventure,834656090128,35412,Unkown,https://www.pricecharting.com/game/nintendo-3ds/frozen-olaf's-quest
nintendo-3ds,Funky Barn 3D,2012-04-03,Everyone,Ubisoft,Unkown,Simulation,008888167112,32687,Unkown,https://www.pricecharting.com/game/nintendo-3ds/funky-barn-3d
nintendo-3ds,Gabrielle's Ghostly Groove 3D,2011-10-04,Everyone,Natsume,Unkown,Action & Adventure,719593140030,31620,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gabrielle's-ghostly-groove-3d
nintendo-3ds,Gardening Mama 2: Forest Friends,2014-04-29,Everyone,Majesco,Unkown,Action & Adventure,096427018315,34840,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gardening-mama-2-forest-friends
nintendo-3ds,Garfield Kart,2015-08-11,Everyone,Square Enix,Unkown,Racing,816819012789,35858,Unkown,https://www.pricecharting.com/game/nintendo-3ds/garfield-kart
nintendo-3ds,Gem Smashers,2011-11-08,Everyone,SVG Distribution,Unkown,Strategy,650008501001,32156,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gem-smashers
nintendo-3ds,Generator Rex: Agent of Providence,2011-11-01,Everyone 10+,Activision,Unkown,Action & Adventure,047875765887,31898,Unkown,https://www.pricecharting.com/game/nintendo-3ds/generator-rex-agent-of-providence
nintendo-3ds,Ghost Recon: Shadow Wars,2011-03-22,Teen,Ubisoft,Unkown,Action & Adventure,008888166078,31090,Unkown,https://www.pricecharting.com/game/nintendo-3ds/ghost-recon-shadow-wars
nintendo-3ds,Girls' Fashion Shoot,2013-10-15,Everyone,Unkown,Rising Star Games,Other,887195000073,62403,Unkown,https://www.pricecharting.com/game/nintendo-3ds/girls'-fashion-shoot
nintendo-3ds,Go! Go! Kokopolo 3D Space Recipe For Disaster,2022-09-02,Everyone,Limited Run Games/Tanukii Studios,Room 4 Games,Other,Unkown,4024154,Unkown,https://www.pricecharting.com/game/nintendo-3ds/go-go-kokopolo-3d-space-recipe-for-disaster
nintendo-3ds,Go! Go! Kokopolo Anniversary Collection,2022-09-02,Everyone,Limited Run Games/Tanukii Studios,Room 4 Games,Other,819976027146,4024155,Unkown,https://www.pricecharting.com/game/nintendo-3ds/go-go-kokopolo-anniversary-collection
nintendo-3ds,Go! Go! Kokopolo: Harmonious Forest Revenge,2022-09-02,Everyone,Limited Run Games/Tanukii Studios,Room 4 Games,Other,Unkown,4024153,Unkown,https://www.pricecharting.com/game/nintendo-3ds/go-go-kokopolo-harmonious-forest-revenge
nintendo-3ds,Goosebumps The Game,2015-10-13,Everyone 10+,Madcow,Unkown,Action & Adventure,834656000295,37719,Unkown,https://www.pricecharting.com/game/nintendo-3ds/goosebumps-the-game
nintendo-3ds,Gravity Falls,2015-10-20,Everyone,Ubisoft,Unkown,Action & Adventure,887256015411,36136,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gravity-falls
nintendo-3ds,Green Lantern: Rise of the Manhunters,2011-06-07,Everyone 10+,Warner Bros,Unkown,Action & Adventure,883929166787,31460,Unkown,https://www.pricecharting.com/game/nintendo-3ds/green-lantern-rise-of-the-manhunters
